variant,condition,n_ctrl_correct,p_abandon,lo,hi,p_to_target,p_to_other,p_to_refusal,p_rescue,set
think,authority_zhu_unbiased_trust_da,1338,0.9207772795216741,0.9050711769213748,0.9340740694325911,0.3094170403587444,0.5149476831091181,0.09641255605381166,0.07019562715765247,pooled
think_dpo,asch_history_5,1256,0.40445859872611467,0.37764700280505414,0.4318528581298444,0.16719745222929935,0.17834394904458598,0.0589171974522293,0.16930693069306932,pooled
think_dpo,asch_zhu_unbiased_da,1251,0.8249400479616307,0.8028952879929876,0.8449952505419158,0.25259792166266987,0.3964828137490008,0.17585931254996004,0.13974231912784935,pooled
think_dpo,asch_zhu_unbiased_diverse_plain,1251,0.8193445243804957,0.7970571437576275,0.8396766081358387,0.26298960831334933,0.33733013589128696,0.2190247801758593,0.1506442021803766,pooled
think_dpo,asch_zhu_unbiased_qd,1251,0.7833733013589129,0.7596962462930784,0.8053153057625756,0.29096722621902477,0.38049560351718625,0.11191047162270183,0.17443012884043607,pooled
think_dpo,asch_zhu_unbiased_unanimous_confident,1251,0.8161470823341327,0.793724472762171,0.8366339724790451,0.35091926458832934,0.3365307753796962,0.1286970423661071,0.12772277227722773,pooled
think_dpo,asch_zhu_unbiased_unanimous_neutral,1251,0.820943245403677,0.7987244015917725,0.8411970036278185,0.33573141486810554,0.3565147881694644,0.1286970423661071,0.13663366336633664,pooled
think_dpo,asch_zhu_unbiased_unanimous_plain,1251,0.820943245403677,0.7987244015917725,0.8411970036278185,0.3269384492406075,0.36930455635491605,0.12470023980815348,0.12871287128712872,pooled
think_dpo,asch_zhu_unbiased_unanimous_uncertain,1251,0.8217426059152678,0.7995582638796438,0.8419569680030098,0.15907274180655476,0.26059152677857716,0.40207833733013587,0.13577799801783944,pooled
think_dpo,authoritative_bias,1256,0.4124203821656051,0.3855028656620538,0.43987200686160327,0.14968152866242038,0.2197452229299363,0.042993630573248405,0.17326732673267325,pooled
think_dpo,authority_zhu_unbiased_trust,1251,0.7841726618705036,0.7605235319665484,0.806081846752168,0.30935251798561153,0.40367705835331735,0.07114308553157474,0.17046580773042616,pooled
think_dpo,authority_zhu_unbiased_trust_da,1251,0.8057553956834532,0.7829097505618454,0.8267289480595581,0.24300559552358114,0.4844124700239808,0.07833733013589128,0.17542120911793854,pooled
think_sft,asch_history_5,1255,0.43107569721115535,0.4039278421718903,0.458644224083308,0.20557768924302788,0.149800796812749,0.07569721115537849,0.20399579390115669,pooled
