temperature,variant,dataset_category,control_error_rate,n_control,pressure_error_rate,n_pressure,condition_name,delta_error
1.0,instruct,reasoning,0.5510204081632653,49,0.86,50,asch_zhu_unbiased_diverse_plain,0.30897959183673473
1.0,instruct,science,0.574468085106383,47,0.94,50,asch_zhu_unbiased_diverse_plain,0.3655319148936169
1.0,instruct,truthfulness,0.5510204081632653,49,0.94,50,asch_zhu_unbiased_diverse_plain,0.3889795918367347
1.0,instruct_sft,general,0.7446808510638298,47,0.92,50,asch_zhu_unbiased_diverse_plain,0.1753191489361703
1.0,instruct_sft,knowledge,0.782608695652174,46,0.92,50,asch_zhu_unbiased_diverse_plain,0.1373913043478261
1.0,instruct_sft,math,0.3684210526315789,95,0.81,100,asch_zhu_unbiased_diverse_plain,0.4415789473684211
1.0,instruct_sft,opinion,0.6444444444444445,45,0.88,50,asch_zhu_unbiased_diverse_plain,0.23555555555555552
1.0,instruct_sft,reasoning,0.625,48,0.88,50,asch_zhu_unbiased_diverse_plain,0.255
1.0,instruct_sft,science,0.5833333333333334,48,0.88,50,asch_zhu_unbiased_diverse_plain,0.29666666666666663
1.0,instruct_sft,truthfulness,0.64,50,1.0,50,asch_zhu_unbiased_diverse_plain,0.36
1.0,instruct_dpo,general,0.6595744680851063,47,0.92,50,asch_zhu_unbiased_diverse_plain,0.2604255319148937
1.0,instruct_dpo,knowledge,0.6382978723404256,47,0.9,50,asch_zhu_unbiased_diverse_plain,0.26170212765957446
1.0,instruct_dpo,math,0.45555555555555555,90,0.83,100,asch_zhu_unbiased_diverse_plain,0.3744444444444444
1.0,instruct_dpo,opinion,0.5652173913043478,46,0.88,50,asch_zhu_unbiased_diverse_plain,0.3147826086956522
1.0,instruct_dpo,reasoning,0.5625,48,0.84,50,asch_zhu_unbiased_diverse_plain,0.27749999999999997
1.0,instruct_dpo,science,0.5319148936170213,47,0.92,50,asch_zhu_unbiased_diverse_plain,0.3880851063829788
1.0,instruct_dpo,truthfulness,0.6041666666666666,48,0.96,50,asch_zhu_unbiased_diverse_plain,0.35583333333333333
0.0,base,general,0.9259259259259259,27,0.92,50,asch_zhu_unbiased_qd,-0.00592592592592589
0.0,base,knowledge,0.9629629629629629,27,0.94,50,asch_zhu_unbiased_qd,-0.022962962962962963
0.0,base,math,0.7936507936507936,63,0.93,100,asch_zhu_unbiased_qd,0.13634920634920644
0.0,base,opinion,0.9473684210526315,19,0.9,50,asch_zhu_unbiased_qd,-0.047368421052631504
0.0,base,reasoning,0.6818181818181818,22,0.84,50,asch_zhu_unbiased_qd,0.1581818181818182
0.0,base,science,0.78125,32,0.86,50,asch_zhu_unbiased_qd,0.07874999999999999
0.0,base,truthfulness,0.65625,32,0.9,50,asch_zhu_unbiased_qd,0.24375000000000002
0.0,instruct,general,0.8695652173913043,23,0.98,50,asch_zhu_unbiased_qd,0.11043478260869566
0.0,instruct,knowledge,0.9090909090909091,22,0.96,50,asch_zhu_unbiased_qd,0.050909090909090904
0.0,instruct,math,0.7037037037037037,27,0.7676767676767676,99,asch_zhu_unbiased_qd,0.0639730639730639
0.0,instruct,opinion,0.6818181818181818,22,0.94,50,asch_zhu_unbiased_qd,0.2581818181818182
0.0,instruct,reasoning,0.8666666666666667,15,0.94,50,asch_zhu_unbiased_qd,0.07333333333333325
0.0,instruct,science,0.782608695652174,23,0.88,50,asch_zhu_unbiased_qd,0.09739130434782606
0.0,instruct,truthfulness,0.625,24,0.92,50,asch_zhu_unbiased_qd,0.29500000000000004
0.0,instruct_sft,general,0.96,25,0.92,50,asch_zhu_unbiased_qd,-0.039999999999999925
0.0,instruct_sft,knowledge,1.0,23,0.98,50,asch_zhu_unbiased_qd,-0.020000000000000018
0.0,instruct_sft,math,0.5952380952380952,42,0.8080808080808081,99,asch_zhu_unbiased_qd,0.21284271284271283
0.0,instruct_sft,opinion,0.8333333333333334,24,0.92,50,asch_zhu_unbiased_qd,0.08666666666666667
0.0,instruct_sft,reasoning,0.8461538461538461,26,0.94,50,asch_zhu_unbiased_qd,0.0938461538461538
0.0,instruct_sft,science,0.8181818181818182,22,0.88,50,asch_zhu_unbiased_qd,0.06181818181818177
0.0,instruct_sft,truthfulness,0.5333333333333333,30,0.9,50,asch_zhu_unbiased_qd,0.3666666666666667
0.0,instruct_dpo,general,0.92,25,0.96,50,asch_zhu_unbiased_qd,0.039999999999999925
0.0,instruct_dpo,knowledge,0.9583333333333334,24,0.94,50,asch_zhu_unbiased_qd,-0.018333333333333424
0.0,instruct_dpo,math,0.6923076923076923,26,0.8469387755102041,98,asch_zhu_unbiased_qd,0.15463108320251184
0.0,instruct_dpo,opinion,0.8260869565217391,23,0.88,50,asch_zhu_unbiased_qd,0.05391304347826087
0.0,instruct_dpo,reasoning,0.8181818181818182,22,0.86,50,asch_zhu_unbiased_qd,0.041818181818181754
0.0,instruct_dpo,science,0.7916666666666666,24,0.9,50,asch_zhu_unbiased_qd,0.10833333333333339
0.0,instruct_dpo,truthfulness,0.6071428571428571,28,0.92,50,asch_zhu_unbiased_qd,0.31285714285714294
0.2,base,general,0.9166666666666666,24,0.94,50,asch_zhu_unbiased_qd,0.023333333333333317
0.2,base,knowledge,0.9130434782608695,23,0.94,50,asch_zhu_unbiased_qd,0.026956521739130435
0.2,base,math,0.819672131147541,61,0.9797979797979798,99,asch_zhu_unbiased_qd,0.16012584865043877
0.2,base,opinion,0.9411764705882353,17,0.94,50,asch_zhu_unbiased_qd,-0.0011764705882353343
0.2,base,reasoning,0.7222222222222222,18,0.92,50,asch_zhu_unbiased_qd,0.19777777777777783
0.2,base,science,0.8275862068965517,29,0.92,50,asch_zhu_unbiased_qd,0.09241379310344833
0.2,base,truthfulness,0.6111111111111112,36,0.92,50,asch_zhu_unbiased_qd,0.3088888888888889
0.2,instruct,general,0.8,20,0.96,50,asch_zhu_unbiased_qd,0.15999999999999992
0.2,instruct,knowledge,0.8,20,0.96,50,asch_zhu_unbiased_qd,0.15999999999999992
0.2,instruct,math,0.6451612903225806,31,0.8080808080808081,99,asch_zhu_unbiased_qd,0.16291951775822744
0.2,instruct,opinion,0.7142857142857143,21,0.94,50,asch_zhu_unbiased_qd,0.22571428571428565
0.2,instruct,reasoning,0.8947368421052632,19,0.94,50,asch_zhu_unbiased_qd,0.04526315789473678
0.2,instruct,science,0.8571428571428571,21,0.88,50,asch_zhu_unbiased_qd,0.02285714285714291
0.2,instruct,truthfulness,0.5384615384615384,26,0.94,50,asch_zhu_unbiased_qd,0.4015384615384615
0.2,instruct_sft,general,0.88,25,0.94,50,asch_zhu_unbiased_qd,0.05999999999999994
0.2,instruct_sft,knowledge,0.92,25,0.96,50,asch_zhu_unbiased_qd,0.039999999999999925
0.2,instruct_sft,math,0.5,32,0.7878787878787878,99,asch_zhu_unbiased_qd,0.28787878787878785
0.2,instruct_sft,opinion,0.84,25,0.92,50,asch_zhu_unbiased_qd,0.08000000000000007
0.2,instruct_sft,reasoning,0.88,25,0.96,50,asch_zhu_unbiased_qd,0.07999999999999996
0.2,instruct_sft,science,0.8,25,0.82,50,asch_zhu_unbiased_qd,0.019999999999999907
0.2,instruct_sft,truthfulness,0.5,32,0.88,50,asch_zhu_unbiased_qd,0.38
0.2,instruct_dpo,general,0.8846153846153846,26,0.94,50,asch_zhu_unbiased_qd,0.055384615384615365
0.2,instruct_dpo,knowledge,0.9166666666666666,24,0.88,50,asch_zhu_unbiased_qd,-0.036666666666666625
0.2,instruct_dpo,math,0.68,25,0.8469387755102041,98,asch_zhu_unbiased_qd,0.16693877551020408
0.2,instruct_dpo,opinion,0.8095238095238095,21,0.9,50,asch_zhu_unbiased_qd,0.09047619047619049
0.2,instruct_dpo,reasoning,0.8636363636363636,22,0.88,50,asch_zhu_unbiased_qd,0.016363636363636358
0.2,instruct_dpo,science,0.8461538461538461,26,0.88,50,asch_zhu_unbiased_qd,0.03384615384615386
0.2,instruct_dpo,truthfulness,0.6153846153846154,26,0.92,50,asch_zhu_unbiased_qd,0.3046153846153846
0.4,base,general,0.9333333333333333,30,0.92,50,asch_zhu_unbiased_qd,-0.013333333333333308
0.4,base,knowledge,0.9032258064516129,31,0.96,50,asch_zhu_unbiased_qd,0.056774193548387086
0.4,base,math,0.7924528301886793,53,0.9795918367346939,98,asch_zhu_unbiased_qd,0.18713900654601456
0.4,base,opinion,0.9375,16,0.92,50,asch_zhu_unbiased_qd,-0.01749999999999996
0.4,base,reasoning,0.7391304347826086,23,0.86,50,asch_zhu_unbiased_qd,0.12086956521739134
0.4,base,science,0.875,32,0.94,50,asch_zhu_unbiased_qd,0.06499999999999995
0.4,base,truthfulness,0.6551724137931034,29,0.92,50,asch_zhu_unbiased_qd,0.2648275862068966
0.4,instruct,general,0.9090909090909091,22,0.98,50,asch_zhu_unbiased_qd,0.07090909090909092
0.4,instruct,knowledge,0.7894736842105263,19,0.96,50,asch_zhu_unbiased_qd,0.17052631578947364
0.4,instruct,math,0.6666666666666666,36,0.88,100,asch_zhu_unbiased_qd,0.21333333333333337
0.4,instruct,opinion,0.7368421052631579,19,0.96,50,asch_zhu_unbiased_qd,0.2231578947368421
0.4,instruct,reasoning,0.8125,16,0.92,50,asch_zhu_unbiased_qd,0.10750000000000004
0.4,instruct,science,0.8235294117647058,17,0.9,50,asch_zhu_unbiased_qd,0.07647058823529418
0.4,instruct,truthfulness,0.5862068965517241,29,0.94,50,asch_zhu_unbiased_qd,0.35379310344827586
0.4,instruct_sft,general,0.9230769230769231,26,0.94,50,asch_zhu_unbiased_qd,0.01692307692307682
0.4,instruct_sft,knowledge,0.9583333333333334,24,0.94,50,asch_zhu_unbiased_qd,-0.018333333333333424
0.4,instruct_sft,math,0.59375,32,0.8080808080808081,99,asch_zhu_unbiased_qd,0.21433080808080807
0.4,instruct_sft,opinion,0.8571428571428571,21,0.94,50,asch_zhu_unbiased_qd,0.08285714285714285
0.4,instruct_sft,reasoning,0.9310344827586207,29,0.98,50,asch_zhu_unbiased_qd,0.04896551724137932
0.4,instruct_sft,science,0.7368421052631579,19,0.8,50,asch_zhu_unbiased_qd,0.06315789473684219
0.4,instruct_sft,truthfulness,0.6428571428571429,28,0.92,50,asch_zhu_unbiased_qd,0.27714285714285714
0.4,instruct_dpo,general,0.9565217391304348,23,0.92,50,asch_zhu_unbiased_qd,-0.03652173913043477
0.4,instruct_dpo,knowledge,0.9444444444444444,18,0.88,50,asch_zhu_unbiased_qd,-0.06444444444444442
0.4,instruct_dpo,math,0.5862068965517241,29,0.8181818181818182,99,asch_zhu_unbiased_qd,0.23197492163009414
0.4,instruct_dpo,opinion,0.75,20,0.9,50,asch_zhu_unbiased_qd,0.15000000000000002
0.4,instruct_dpo,reasoning,0.7894736842105263,19,0.9387755102040817,49,asch_zhu_unbiased_qd,0.14930182599355535
0.4,instruct_dpo,science,0.7727272727272727,22,0.8,50,asch_zhu_unbiased_qd,0.027272727272727337
0.4,instruct_dpo,truthfulness,0.5833333333333334,24,0.92,50,asch_zhu_unbiased_qd,0.33666666666666667
0.6,base,general,0.9615384615384616,26,0.92,50,asch_zhu_unbiased_qd,-0.041538461538461524
0.6,base,knowledge,0.9615384615384616,26,0.94,50,asch_zhu_unbiased_qd,-0.021538461538461617
0.6,base,math,0.7962962962962963,54,0.92,100,asch_zhu_unbiased_qd,0.12370370370370376
0.6,base,opinion,0.875,16,0.98,50,asch_zhu_unbiased_qd,0.10499999999999998
0.6,base,reasoning,0.7916666666666666,24,0.92,50,asch_zhu_unbiased_qd,0.1283333333333334
0.6,base,science,0.7575757575757576,33,0.84,50,asch_zhu_unbiased_qd,0.0824242424242424
0.6,base,truthfulness,0.6451612903225806,31,0.92,50,asch_zhu_unbiased_qd,0.2748387096774194
0.6,instruct,general,0.8571428571428571,21,0.96,50,asch_zhu_unbiased_qd,0.10285714285714287
0.6,instruct,knowledge,0.7916666666666666,24,0.94,50,asch_zhu_unbiased_qd,0.14833333333333332
0.6,instruct,math,0.6551724137931034,29,0.87,100,asch_zhu_unbiased_qd,0.21482758620689657
0.6,instruct,opinion,0.7777777777777778,18,0.96,50,asch_zhu_unbiased_qd,0.18222222222222217
0.6,instruct,reasoning,0.8888888888888888,18,0.96,50,asch_zhu_unbiased_qd,0.07111111111111112
0.6,instruct,science,0.75,20,0.86,50,asch_zhu_unbiased_qd,0.10999999999999999
0.6,instruct,truthfulness,0.64,25,0.92,50,asch_zhu_unbiased_qd,0.28
0.6,instruct_sft,general,0.96,25,0.94,50,asch_zhu_unbiased_qd,-0.020000000000000018
0.6,instruct_sft,knowledge,0.9629629629629629,27,0.94,50,asch_zhu_unbiased_qd,-0.022962962962962963
0.6,instruct_sft,math,0.575,40,0.78,100,asch_zhu_unbiased_qd,0.20500000000000007
0.6,instruct_sft,opinion,0.8695652173913043,23,0.94,50,asch_zhu_unbiased_qd,0.07043478260869562
0.6,instruct_sft,reasoning,1.0,27,1.0,50,asch_zhu_unbiased_qd,0.0
0.6,instruct_sft,science,0.8571428571428571,21,0.84,50,asch_zhu_unbiased_qd,-0.017142857142857126
0.6,instruct_sft,truthfulness,0.68,25,0.92,50,asch_zhu_unbiased_qd,0.24
0.6,instruct_dpo,general,0.8928571428571429,28,0.94,50,asch_zhu_unbiased_qd,0.04714285714285704
0.6,instruct_dpo,knowledge,0.92,25,0.84,50,asch_zhu_unbiased_qd,-0.08000000000000007
0.6,instruct_dpo,math,0.5833333333333334,24,0.85,100,asch_zhu_unbiased_qd,0.2666666666666666
0.6,instruct_dpo,opinion,0.75,20,0.94,50,asch_zhu_unbiased_qd,0.18999999999999995
0.6,instruct_dpo,reasoning,0.9,20,0.88,50,asch_zhu_unbiased_qd,-0.020000000000000018
0.6,instruct_dpo,science,0.7272727272727273,22,0.88,50,asch_zhu_unbiased_qd,0.1527272727272727
0.6,instruct_dpo,truthfulness,0.5833333333333334,24,0.9,50,asch_zhu_unbiased_qd,0.31666666666666665
0.8,base,general,0.66,50,0.96,50,asch_zhu_unbiased_qd,0.29999999999999993
0.8,base,knowledge,0.56,50,0.9,50,asch_zhu_unbiased_qd,0.33999999999999997
0.8,base,math,0.6458333333333334,96,0.9595959595959596,99,asch_zhu_unbiased_qd,0.3137626262626262
0.8,base,opinion,0.5918367346938775,49,0.9,50,asch_zhu_unbiased_qd,0.3081632653061225
0.8,base,reasoning,0.5833333333333334,48,0.84,50,asch_zhu_unbiased_qd,0.2566666666666666
0.8,base,science,0.5,50,0.86,50,asch_zhu_unbiased_qd,0.36
0.8,base,truthfulness,0.58,50,0.9,50,asch_zhu_unbiased_qd,0.32000000000000006
0.8,instruct,general,0.7441860465116279,43,0.94,50,asch_zhu_unbiased_qd,0.19581395348837205
0.8,instruct,knowledge,0.5777777777777777,45,0.92,50,asch_zhu_unbiased_qd,0.3422222222222223
0.8,instruct,math,0.5274725274725275,91,0.91,100,asch_zhu_unbiased_qd,0.38252747252747255
0.8,instruct,opinion,0.625,48,0.96,50,asch_zhu_unbiased_qd,0.33499999999999996
0.8,instruct,reasoning,0.52,50,0.92,50,asch_zhu_unbiased_qd,0.4
0.8,instruct,science,0.6666666666666666,48,0.88,50,asch_zhu_unbiased_qd,0.21333333333333337
0.8,instruct,truthfulness,0.6458333333333334,48,0.92,50,asch_zhu_unbiased_qd,0.27416666666666667
0.8,instruct_sft,general,0.6595744680851063,47,0.96,50,asch_zhu_unbiased_qd,0.30042553191489363
0.8,instruct_sft,knowledge,0.717391304347826,46,0.96,50,asch_zhu_unbiased_qd,0.2426086956521739
0.8,instruct_sft,math,0.4020618556701031,97,0.83,100,asch_zhu_unbiased_qd,0.42793814432989685
0.8,instruct_sft,opinion,0.5909090909090909,44,0.92,50,asch_zhu_unbiased_qd,0.3290909090909091
0.8,instruct_sft,reasoning,0.6326530612244898,49,0.92,50,asch_zhu_unbiased_qd,0.2873469387755102
0.8,instruct_sft,science,0.4583333333333333,48,0.8,50,asch_zhu_unbiased_qd,0.34166666666666673
0.8,instruct_sft,truthfulness,0.54,50,0.92,50,asch_zhu_unbiased_qd,0.38
0.8,instruct_dpo,general,0.6666666666666666,45,0.92,50,asch_zhu_unbiased_qd,0.2533333333333334
0.8,instruct_dpo,knowledge,0.6666666666666666,48,0.9,50,asch_zhu_unbiased_qd,0.2333333333333334
0.8,instruct_dpo,math,0.46236559139784944,93,0.8383838383838383,99,asch_zhu_unbiased_qd,0.3760182469859889
0.8,instruct_dpo,opinion,0.5531914893617021,47,0.98,50,asch_zhu_unbiased_qd,0.42680851063829783
0.8,instruct_dpo,reasoning,0.4489795918367347,49,0.86,50,asch_zhu_unbiased_qd,0.4110204081632653
0.8,instruct_dpo,science,0.5531914893617021,47,0.84,50,asch_zhu_unbiased_qd,0.2868085106382978
0.8,instruct_dpo,truthfulness,0.5106382978723404,47,0.92,50,asch_zhu_unbiased_qd,0.40936170212765965
1.0,base,general,0.68,50,0.88,50,asch_zhu_unbiased_qd,0.19999999999999996
1.0,base,knowledge,0.66,50,0.9,50,asch_zhu_unbiased_qd,0.24
1.0,base,math,0.6770833333333334,96,0.9393939393939394,99,asch_zhu_unbiased_qd,0.2623106060606061
1.0,base,opinion,0.723404255319149,47,0.92,50,asch_zhu_unbiased_qd,0.19659574468085106
1.0,base,reasoning,0.5625,48,0.84,50,asch_zhu_unbiased_qd,0.27749999999999997
1.0,base,science,0.5918367346938775,49,0.9183673469387755,49,asch_zhu_unbiased_qd,0.326530612244898
1.0,base,truthfulness,0.5918367346938775,49,0.88,50,asch_zhu_unbiased_qd,0.28816326530612246
1.0,instruct,general,0.7857142857142857,42,0.94,50,asch_zhu_unbiased_qd,0.15428571428571425
1.0,instruct,knowledge,0.7142857142857143,42,0.9,50,asch_zhu_unbiased_qd,0.18571428571428572
1.0,instruct,math,0.4574468085106383,94,0.898989898989899,99,asch_zhu_unbiased_qd,0.4415430904792607
1.0,instruct,opinion,0.7333333333333333,45,0.96,50,asch_zhu_unbiased_qd,0.22666666666666668
1.0,instruct,reasoning,0.5510204081632653,49,0.88,50,asch_zhu_unbiased_qd,0.32897959183673475
1.0,instruct,science,0.574468085106383,47,0.82,50,asch_zhu_unbiased_qd,0.24553191489361692
1.0,instruct,truthfulness,0.5510204081632653,49,0.94,50,asch_zhu_unbiased_qd,0.3889795918367347
1.0,instruct_sft,general,0.7446808510638298,47,0.94,50,asch_zhu_unbiased_qd,0.1953191489361702
1.0,instruct_sft,knowledge,0.782608695652174,46,0.86,50,asch_zhu_unbiased_qd,0.07739130434782604
1.0,instruct_sft,math,0.3684210526315789,95,0.8282828282828283,99,asch_zhu_unbiased_qd,0.45986177565124936
1.0,instruct_sft,opinion,0.6444444444444445,45,0.92,50,asch_zhu_unbiased_qd,0.27555555555555555
1.0,instruct_sft,reasoning,0.625,48,0.9,50,asch_zhu_unbiased_qd,0.275
1.0,instruct_sft,science,0.5833333333333334,48,0.84,50,asch_zhu_unbiased_qd,0.2566666666666666
1.0,instruct_sft,truthfulness,0.64,50,0.88,50,asch_zhu_unbiased_qd,0.24
1.0,instruct_dpo,general,0.6595744680851063,47,0.92,50,asch_zhu_unbiased_qd,0.2604255319148937
1.0,instruct_dpo,knowledge,0.6382978723404256,47,0.9,50,asch_zhu_unbiased_qd,0.26170212765957446
1.0,instruct_dpo,math,0.45555555555555555,90,0.8686868686868687,99,asch_zhu_unbiased_qd,0.4131313131313132
1.0,instruct_dpo,opinion,0.5652173913043478,46,0.96,50,asch_zhu_unbiased_qd,0.3947826086956522
1.0,instruct_dpo,reasoning,0.5625,48,0.86,50,asch_zhu_unbiased_qd,0.2975
1.0,instruct_dpo,science,0.5319148936170213,47,0.78,50,asch_zhu_unbiased_qd,0.24808510638297876
1.0,instruct_dpo,truthfulness,0.6041666666666666,48,0.9,50,asch_zhu_unbiased_qd,0.2958333333333334
0.0,base,general,0.9259259259259259,27,0.94,50,asch_zhu_unbiased_unanimous_confident,0.014074074074074017
0.0,base,knowledge,0.9629629629629629,27,0.88,50,asch_zhu_unbiased_unanimous_confident,-0.0829629629629629
0.0,base,math,0.7936507936507936,63,1.0,100,asch_zhu_unbiased_unanimous_confident,0.2063492063492064
0.0,base,opinion,0.9473684210526315,19,0.98,50,asch_zhu_unbiased_unanimous_confident,0.032631578947368456
0.0,base,reasoning,0.6818181818181818,22,0.9,50,asch_zhu_unbiased_unanimous_confident,0.21818181818181825
0.0,base,science,0.78125,32,0.9,50,asch_zhu_unbiased_unanimous_confident,0.11875000000000002
0.0,base,truthfulness,0.65625,32,0.84,50,asch_zhu_unbiased_unanimous_confident,0.18374999999999997
0.0,instruct,general,0.8695652173913043,23,0.9,50,asch_zhu_unbiased_unanimous_confident,0.0304347826086957
0.0,instruct,knowledge,0.9090909090909091,22,0.94,50,asch_zhu_unbiased_unanimous_confident,0.030909090909090886
0.0,instruct,math,0.7037037037037037,27,0.93,100,asch_zhu_unbiased_unanimous_confident,0.22629629629629633
0.0,instruct,opinion,0.6818181818181818,22,0.92,50,asch_zhu_unbiased_unanimous_confident,0.23818181818181827
0.0,instruct,reasoning,0.8666666666666667,15,0.92,50,asch_zhu_unbiased_unanimous_confident,0.053333333333333344
0.0,instruct,science,0.782608695652174,23,0.92,50,asch_zhu_unbiased_unanimous_confident,0.1373913043478261
0.0,instruct,truthfulness,0.625,24,0.96,50,asch_zhu_unbiased_unanimous_confident,0.33499999999999996
0.0,instruct_sft,general,0.96,25,0.98,50,asch_zhu_unbiased_unanimous_confident,0.020000000000000018
0.0,instruct_sft,knowledge,1.0,23,0.98,50,asch_zhu_unbiased_unanimous_confident,-0.020000000000000018
0.0,instruct_sft,math,0.5952380952380952,42,0.87,100,asch_zhu_unbiased_unanimous_confident,0.27476190476190476
0.0,instruct_sft,opinion,0.8333333333333334,24,0.96,50,asch_zhu_unbiased_unanimous_confident,0.1266666666666666
0.0,instruct_sft,reasoning,0.8461538461538461,26,0.96,50,asch_zhu_unbiased_unanimous_confident,0.11384615384615382
0.0,instruct_sft,science,0.8181818181818182,22,0.94,50,asch_zhu_unbiased_unanimous_confident,0.12181818181818171
0.0,instruct_sft,truthfulness,0.5333333333333333,30,0.92,50,asch_zhu_unbiased_unanimous_confident,0.3866666666666667
0.0,instruct_dpo,general,0.92,25,0.92,50,asch_zhu_unbiased_unanimous_confident,0.0
0.0,instruct_dpo,knowledge,0.9583333333333334,24,0.92,50,asch_zhu_unbiased_unanimous_confident,-0.03833333333333333
0.0,instruct_dpo,math,0.6923076923076923,26,0.87,100,asch_zhu_unbiased_unanimous_confident,0.1776923076923077
0.0,instruct_dpo,opinion,0.8260869565217391,23,0.94,50,asch_zhu_unbiased_unanimous_confident,0.11391304347826081
0.0,instruct_dpo,reasoning,0.8181818181818182,22,0.86,50,asch_zhu_unbiased_unanimous_confident,0.041818181818181754
0.0,instruct_dpo,science,0.7916666666666666,24,0.86,50,asch_zhu_unbiased_unanimous_confident,0.06833333333333336
0.0,instruct_dpo,truthfulness,0.6071428571428571,28,0.94,50,asch_zhu_unbiased_unanimous_confident,0.33285714285714285
0.2,base,general,0.9166666666666666,24,0.9,50,asch_zhu_unbiased_unanimous_confident,-0.016666666666666607
0.2,base,knowledge,0.9130434782608695,23,0.96,50,asch_zhu_unbiased_unanimous_confident,0.04695652173913045
0.2,base,math,0.819672131147541,61,0.99,100,asch_zhu_unbiased_unanimous_confident,0.17032786885245899
0.2,base,opinion,0.9411764705882353,17,0.88,50,asch_zhu_unbiased_unanimous_confident,-0.06117647058823528
0.2,base,reasoning,0.7222222222222222,18,0.9,50,asch_zhu_unbiased_unanimous_confident,0.1777777777777778
0.2,base,science,0.8275862068965517,29,0.86,50,asch_zhu_unbiased_unanimous_confident,0.032413793103448274
0.2,base,truthfulness,0.6111111111111112,36,0.88,50,asch_zhu_unbiased_unanimous_confident,0.26888888888888884
0.2,instruct,general,0.8,20,0.9,50,asch_zhu_unbiased_unanimous_confident,0.09999999999999998
0.2,instruct,knowledge,0.8,20,0.9,50,asch_zhu_unbiased_unanimous_confident,0.09999999999999998
0.2,instruct,math,0.6451612903225806,31,0.93,100,asch_zhu_unbiased_unanimous_confident,0.2848387096774194
0.2,instruct,opinion,0.7142857142857143,21,0.94,50,asch_zhu_unbiased_unanimous_confident,0.22571428571428565
0.2,instruct,reasoning,0.8947368421052632,19,0.9,50,asch_zhu_unbiased_unanimous_confident,0.0052631578947368585
0.2,instruct,science,0.8571428571428571,21,0.86,50,asch_zhu_unbiased_unanimous_confident,0.0028571428571428914
0.2,instruct,truthfulness,0.5384615384615384,26,0.94,50,asch_zhu_unbiased_unanimous_confident,0.4015384615384615
0.2,instruct_sft,general,0.88,25,0.98,50,asch_zhu_unbiased_unanimous_confident,0.09999999999999998
0.2,instruct_sft,knowledge,0.92,25,0.96,50,asch_zhu_unbiased_unanimous_confident,0.039999999999999925
0.2,instruct_sft,math,0.5,32,0.89,100,asch_zhu_unbiased_unanimous_confident,0.39
0.2,instruct_sft,opinion,0.84,25,0.98,50,asch_zhu_unbiased_unanimous_confident,0.14
0.2,instruct_sft,reasoning,0.88,25,0.96,50,asch_zhu_unbiased_unanimous_confident,0.07999999999999996
0.2,instruct_sft,science,0.8,25,0.92,50,asch_zhu_unbiased_unanimous_confident,0.12
0.2,instruct_sft,truthfulness,0.5,32,0.92,50,asch_zhu_unbiased_unanimous_confident,0.42000000000000004
0.2,instruct_dpo,general,0.8846153846153846,26,0.9,50,asch_zhu_unbiased_unanimous_confident,0.015384615384615441
0.2,instruct_dpo,knowledge,0.9166666666666666,24,0.92,50,asch_zhu_unbiased_unanimous_confident,0.0033333333333334103
0.2,instruct_dpo,math,0.68,25,0.87,100,asch_zhu_unbiased_unanimous_confident,0.18999999999999995
0.2,instruct_dpo,opinion,0.8095238095238095,21,0.92,50,asch_zhu_unbiased_unanimous_confident,0.1104761904761905
0.2,instruct_dpo,reasoning,0.8636363636363636,22,0.9,50,asch_zhu_unbiased_unanimous_confident,0.036363636363636376
0.2,instruct_dpo,science,0.8461538461538461,26,0.86,50,asch_zhu_unbiased_unanimous_confident,0.013846153846153841
0.2,instruct_dpo,truthfulness,0.6153846153846154,26,0.92,50,asch_zhu_unbiased_unanimous_confident,0.3046153846153846
0.4,base,general,0.9333333333333333,30,0.92,50,asch_zhu_unbiased_unanimous_confident,-0.013333333333333308
0.4,base,knowledge,0.9032258064516129,31,0.98,50,asch_zhu_unbiased_unanimous_confident,0.0767741935483871
0.4,base,math,0.7924528301886793,53,0.98,100,asch_zhu_unbiased_unanimous_confident,0.1875471698113207
0.4,base,opinion,0.9375,16,0.9,50,asch_zhu_unbiased_unanimous_confident,-0.03749999999999998
0.4,base,reasoning,0.7391304347826086,23,0.9,50,asch_zhu_unbiased_unanimous_confident,0.16086956521739137
0.4,base,science,0.875,32,0.8,50,asch_zhu_unbiased_unanimous_confident,-0.07499999999999996
0.4,base,truthfulness,0.6551724137931034,29,0.8163265306122449,49,asch_zhu_unbiased_unanimous_confident,0.1611541168191415
0.4,instruct,general,0.9090909090909091,22,0.92,50,asch_zhu_unbiased_unanimous_confident,0.01090909090909098
0.4,instruct,knowledge,0.7894736842105263,19,0.94,50,asch_zhu_unbiased_unanimous_confident,0.15052631578947362
0.4,instruct,math,0.6666666666666666,36,0.92,100,asch_zhu_unbiased_unanimous_confident,0.2533333333333334
0.4,instruct,opinion,0.7368421052631579,19,0.94,50,asch_zhu_unbiased_unanimous_confident,0.2031578947368421
0.4,instruct,reasoning,0.8125,16,0.92,50,asch_zhu_unbiased_unanimous_confident,0.10750000000000004
0.4,instruct,science,0.8235294117647058,17,0.96,50,asch_zhu_unbiased_unanimous_confident,0.13647058823529412
0.4,instruct,truthfulness,0.5862068965517241,29,0.96,50,asch_zhu_unbiased_unanimous_confident,0.3737931034482759
0.4,instruct_sft,general,0.9230769230769231,26,0.94,50,asch_zhu_unbiased_unanimous_confident,0.01692307692307682
