temperature,variant,dataset_category,asch_history_5,authoritative_bias,control,delta_asch,delta_authority,control_error_rate,relative_pressure_asch,relative_pressure_authority
0.0,think,truthfulness,0.74,0.7,0.5102040816326531,0.22979591836734692,0.18979591836734688,0.5102040816326531,0.4691666666666666,0.3874999999999999
0.0,think_sft,general,0.5714285714285714,0.6734693877551021,0.5111111111111111,0.060317460317460325,0.16235827664399105,0.5111111111111111,0.12337662337662338,0.33209647495361805
0.0,think_sft,knowledge,0.62,0.6799999999999999,0.36363636363636365,0.25636363636363635,0.3163636363636363,0.36363636363636365,0.40285714285714286,0.49714285714285705
0.0,think_sft,math,0.31868131868131866,0.33333333333333337,0.25806451612903225,0.06061680255228641,0.07526881720430112,0.25806451612903225,0.08170090778786429,0.1014492753623189
0.0,think_sft,opinion,0.72,0.8,0.35416666666666663,0.36583333333333334,0.4458333333333334,0.35416666666666663,0.5664516129032258,0.6903225806451614
0.0,think_sft,reasoning,0.76,0.76,0.4,0.36,0.36,0.4,0.6,0.6
0.0,think_sft,science,0.5102040816326531,0.5531914893617021,0.5208333333333333,-0.010629251700680187,0.03235815602836889,0.5208333333333333,-0.022182786157941257,0.0675300647548568
0.0,think_sft,truthfulness,0.64,0.5918367346938775,0.5714285714285714,0.06857142857142862,0.020408163265306145,0.5714285714285714,0.1600000000000001,0.047619047619047665
0.2,base,general,0.6734693877551021,0.6458333333333333,0.6,0.07346938775510214,0.04583333333333328,0.6,0.18367346938775536,0.1145833333333332
0.2,base,knowledge,0.7346938775510203,0.7346938775510203,0.5957446808510638,0.13894919669995653,0.13894919669995653,0.5957446808510638,0.34371643394199775,0.34371643394199775
0.2,base,math,0.69,0.6354166666666667,0.6170212765957447,0.07297872340425526,0.018395390070922057,0.6170212765957447,0.19055555555555542,0.04803240740740759
0.2,base,opinion,0.7959183673469388,0.92,0.6304347826086957,0.1654835847382431,0.28956521739130436,0.6304347826086957,0.44777911164465783,0.783529411764706
0.2,base,reasoning,0.5714285714285714,0.74,0.5625,0.008928571428571397,0.1775,0.5625,0.02040816326530605,0.4057142857142857
0.2,base,science,0.6799999999999999,0.7142857142857143,0.5800000000000001,0.09999999999999987,0.13428571428571423,0.5800000000000001,0.2380952380952378,0.3197278911564625
0.2,base,truthfulness,0.7,0.7,0.5918367346938775,0.10816326530612241,0.10816326530612241,0.5918367346938775,0.2649999999999999,0.2649999999999999
0.2,instruct,general,0.72,0.6938775510204082,0.6888888888888889,0.03111111111111109,0.0049886621315192725,0.6888888888888889,0.09999999999999992,0.016034985422740518
0.2,instruct,knowledge,0.72,0.7551020408163265,0.6585365853658536,0.061463414634146396,0.0965654554504729,0.6585365853658536,0.1800000000000001,0.28279883381924203
0.2,instruct,math,0.5531914893617021,0.5918367346938775,0.4893617021276596,0.06382978723404253,0.10247503256621793,0.4893617021276596,0.12499999999999997,0.20068027210884345
0.2,instruct,opinion,0.78,0.6799999999999999,0.6304347826086957,0.14956521739130435,0.04956521739130426,0.6304347826086957,0.4047058823529412,0.1341176470588233
0.2,instruct,reasoning,0.62,0.5918367346938775,0.44680851063829785,0.17319148936170214,0.1450282240555797,0.44680851063829785,0.3130769230769231,0.2621664050235479
0.2,instruct,science,0.5625,0.6041666666666667,0.6444444444444444,-0.08194444444444438,-0.040277777777777635,0.6444444444444444,-0.23046874999999975,-0.11328124999999957
0.2,instruct,truthfulness,0.42000000000000004,0.52,0.5510204081632653,-0.1310204081632652,-0.031020408163265234,0.5510204081632653,-0.2918181818181816,-0.06909090909090893
0.2,instruct_sft,general,0.8775510204081632,0.78,0.6666666666666667,0.2108843537414965,0.11333333333333329,0.6666666666666667,0.6326530612244896,0.3399999999999999
0.2,instruct_sft,knowledge,0.8125,0.72,0.7173913043478262,0.09510869565217384,0.002608695652173809,0.7173913043478262,0.33653846153846134,0.009230769230768866
0.2,instruct_sft,math,0.6597938144329897,0.5463917525773196,0.4631578947368421,0.19663591969614758,0.08323385784047754,0.4631578947368421,0.36628259551243175,0.15504346068324248
0.2,instruct_sft,opinion,0.9166666666666666,0.7659574468085106,0.6888888888888889,0.22777777777777775,0.07706855791962175,0.6888888888888889,0.732142857142857,0.24772036474164133
0.2,instruct_sft,reasoning,0.7872340425531915,0.6599999999999999,0.6122448979591837,0.17498914459400783,0.04775510204081623,0.6122448979591837,0.4512877939529676,0.12315789473684187
0.2,instruct_sft,science,0.875,0.6170212765957447,0.5102040816326531,0.3647959183673469,0.10681719496309161,0.5102040816326531,0.7447916666666666,0.2180851063829787
0.2,instruct_sft,truthfulness,0.86,0.6799999999999999,0.4897959183673469,0.37020408163265306,0.190204081632653,0.4897959183673469,0.7256,0.3727999999999999
0.2,instruct_dpo,general,0.72,0.72,0.6458333333333333,0.07416666666666671,0.07416666666666671,0.6458333333333333,0.20941176470588244,0.20941176470588244
0.2,instruct_dpo,knowledge,0.6,0.7346938775510203,0.5957446808510638,0.004255319148936176,0.13894919669995653,0.5957446808510638,0.010526315789473698,0.34371643394199775
0.2,instruct_dpo,math,0.6421052631578947,0.6195652173913043,0.47777777777777775,0.164327485380117,0.14178743961352658,0.47777777777777775,0.31466965285554316,0.27150786308973174
0.2,instruct_dpo,opinion,0.6599999999999999,0.76,0.5869565217391304,0.07304347826086954,0.17304347826086963,0.5869565217391304,0.17684210526315783,0.41894736842105273
0.2,instruct_dpo,reasoning,0.54,0.64,0.5208333333333333,0.019166666666666776,0.11916666666666675,0.5208333333333333,0.04000000000000022,0.24869565217391318
0.2,instruct_dpo,science,0.48,0.52,0.5531914893617021,-0.07319148936170217,-0.03319148936170213,0.5531914893617021,-0.1638095238095239,-0.0742857142857143
0.2,instruct_dpo,truthfulness,0.54,0.5,0.5957446808510638,-0.055744680851063766,-0.0957446808510638,0.5957446808510638,-0.1378947368421051,-0.2368421052631578
0.2,think,general,0.653061224489796,0.7346938775510203,0.34042553191489366,0.3126356925749023,0.39426834563612667,0.34042553191489366,0.47399605003291645,0.5977616853192889
0.2,think,knowledge,0.5918367346938775,0.6122448979591837,0.27083333333333337,0.32100340136054417,0.3414115646258503,0.27083333333333337,0.4402332361516035,0.46822157434402334
0.2,think,math,0.3146067415730337,0.3563218390804598,0.20879120879120883,0.10581553278182487,0.14753063028925095,0.20879120879120883,0.13373907615480643,0.18646232439335886
0.2,think,opinion,0.7446808510638299,0.6799999999999999,0.5,0.24468085106382986,0.17999999999999994,0.5,0.4893617021276597,0.3599999999999999
0.2,think,reasoning,0.74,0.76,0.45833333333333337,0.2816666666666666,0.30166666666666664,0.45833333333333337,0.5199999999999999,0.5569230769230769
0.2,think,science,0.44680851063829785,0.40816326530612246,0.5106382978723405,-0.06382978723404265,-0.10247503256621804,0.5106382978723405,-0.13043478260869587,-0.20940550133096733
0.2,think,truthfulness,0.74,0.7346938775510203,0.5510204081632653,0.18897959183673474,0.18367346938775508,0.5510204081632653,0.42090909090909095,0.409090909090909
0.2,think_sft,general,0.5800000000000001,0.52,0.3111111111111111,0.26888888888888896,0.2088888888888889,0.3111111111111111,0.3903225806451614,0.3032258064516129
0.2,think_sft,knowledge,0.6599999999999999,0.625,0.33333333333333337,0.32666666666666655,0.29166666666666663,0.33333333333333337,0.4899999999999998,0.43749999999999994
0.2,think_sft,math,0.36046511627906974,0.39560439560439564,0.26436781609195403,0.09609730018711571,0.1312365795124416,0.26436781609195403,0.1306322674418604,0.1783997252747253
0.2,think_sft,opinion,0.7,0.8367346938775511,0.44680851063829785,0.2531914893617021,0.3899261832392532,0.44680851063829785,0.4576923076923076,0.7048665620094192
0.2,think_sft,reasoning,0.6599999999999999,0.8,0.4375,0.22249999999999992,0.36250000000000004,0.4375,0.39555555555555544,0.6444444444444445
0.2,think_sft,science,0.5,0.5625,0.30612244897959184,0.19387755102040816,0.25637755102040816,0.30612244897959184,0.27941176470588236,0.3694852941176471
0.2,think_sft,truthfulness,0.6599999999999999,0.6799999999999999,0.38,0.2799999999999999,0.29999999999999993,0.38,0.45161290322580633,0.4838709677419354
0.4,base,general,0.74,0.6666666666666667,0.7021276595744681,0.03787234042553189,-0.03546099290780136,0.7021276595744681,0.12714285714285709,-0.11904761904761885
0.4,base,knowledge,0.78,0.7291666666666667,0.6734693877551021,0.1065306122448979,0.05569727891156462,0.6734693877551021,0.32624999999999993,0.17057291666666669
0.4,base,math,0.6699999999999999,0.7052631578947368,0.6161616161616161,0.053838383838383796,0.08910154173312068,0.6161616161616161,0.14026315789473673,0.23213296398891967
0.4,base,opinion,0.8125,0.8163265306122449,0.6595744680851063,0.15292553191489366,0.15675206252713858,0.6595744680851063,0.44921875000000006,0.4604591836734695
0.4,base,reasoning,0.5510204081632653,0.7,0.4693877551020408,0.08163265306122447,0.23061224489795917,0.4693877551020408,0.1538461538461538,0.43461538461538457
0.4,base,science,0.6122448979591837,0.5918367346938775,0.6304347826086957,-0.01818988464951199,-0.038598047914818134,0.6304347826086957,-0.04921968787515009,-0.10444177671068437
0.4,base,truthfulness,0.6599999999999999,0.6326530612244898,0.653061224489796,0.006938775510203943,-0.020408163265306145,0.653061224489796,0.019999999999999605,-0.05882352941176478
0.4,instruct,general,0.7,0.7291666666666667,0.6,0.09999999999999998,0.12916666666666676,0.6,0.24999999999999994,0.3229166666666669
0.4,instruct,knowledge,0.6599999999999999,0.7755102040816326,0.6444444444444444,0.015555555555555545,0.13106575963718825,0.6444444444444444,0.04374999999999996,0.3686224489795919
0.4,instruct,math,0.48958333333333337,0.6086956521739131,0.4736842105263158,0.01589912280701755,0.13501144164759726,0.4736842105263158,0.03020833333333335,0.2565217391304348
0.4,instruct,opinion,0.7346938775510203,0.7346938775510203,0.6444444444444444,0.09024943310657596,0.09024943310657596,0.6444444444444444,0.25382653061224486,0.25382653061224486
0.4,instruct,reasoning,0.7,0.6799999999999999,0.5,0.19999999999999996,0.17999999999999994,0.5,0.3999999999999999,0.3599999999999999
0.4,instruct,science,0.5714285714285714,0.56,0.5319148936170213,0.03951367781155013,0.028085106382978786,0.5319148936170213,0.08441558441558436,0.06000000000000013
0.4,instruct,truthfulness,0.38,0.5800000000000001,0.5510204081632653,-0.17102040816326525,0.02897959183673482,0.5510204081632653,-0.38090909090909075,0.06454545454545482
0.4,instruct_sft,general,0.8936170212765957,0.8125,0.7446808510638299,0.14893617021276584,0.06781914893617014,0.7446808510638299,0.583333333333333,0.2656249999999998
0.4,instruct_sft,knowledge,0.8571428571428572,0.7346938775510203,0.7111111111111111,0.14603174603174607,0.023582766439909197,0.7111111111111111,0.5054945054945057,0.08163265306122415
0.4,instruct_sft,math,0.6734693877551021,0.5591397849462365,0.43617021276595747,0.23729917498914466,0.12296957218027904,0.43617021276595747,0.4208702348864075,0.2180969770744572
0.4,instruct_sft,opinion,0.851063829787234,0.7708333333333334,0.6808510638297872,0.17021276595744683,0.08998226950354615,0.6808510638297872,0.5333333333333333,0.2819444444444446
0.4,instruct_sft,reasoning,0.8163265306122449,0.72,0.5800000000000001,0.23632653061224485,0.1399999999999999,0.5800000000000001,0.5626822157434402,0.33333333333333315
0.4,instruct_sft,science,0.8571428571428572,0.6739130434782609,0.6,0.25714285714285723,0.07391304347826089,0.6,0.642857142857143,0.18478260869565222
0.4,instruct_sft,truthfulness,0.8200000000000001,0.5714285714285714,0.4285714285714286,0.39142857142857146,0.1428571428571428,0.4285714285714286,0.685,0.2499999999999999
0.4,instruct_dpo,general,0.7,0.8,0.7555555555555555,-0.05555555555555558,0.04444444444444451,0.7555555555555555,-0.22727272727272735,0.18181818181818207
0.4,instruct_dpo,knowledge,0.7,0.72,0.7291666666666667,-0.029166666666666785,-0.009166666666666767,0.7291666666666667,-0.10769230769230816,-0.03384615384615423
