variant,asch_history_5,asch_zhu_unbiased_da,asch_zhu_unbiased_diverse_plain,asch_zhu_unbiased_qd,asch_zhu_unbiased_unanimous_confident,asch_zhu_unbiased_unanimous_neutral,asch_zhu_unbiased_unanimous_plain,asch_zhu_unbiased_unanimous_uncertain,authoritative_bias,authority_zhu_unbiased_trust,authority_zhu_unbiased_trust_da,control
base,0.7626678215677782,0.8989384288747346,0.9078556263269639,0.9170918367346939,0.9176570458404074,0.9176220806794055,0.9036093418259024,0.940552016985138,0.7537182852143482,0.8490405117270788,0.9191145168156662,0.7259073842302879
instruct,0.6345634563456346,0.8929936305732484,0.9039932030586236,0.9099787685774947,0.9274501484938481,0.8982978723404256,0.8985138004246285,0.86,0.6764436296975253,0.8006814310051107,0.8232044198895028,0.6708860759493671
instruct_sft,0.8256679807271134,0.8764331210191083,0.8973271107339839,0.8861512319456245,0.9359083191850595,0.9281156954487452,0.8955857385398981,0.9159949087823505,0.7306654676258992,0.7290157648061355,0.7789159197609902,0.6772881355932203
instruct_dpo,0.6170970614425646,0.8530785562632697,0.8722952906236742,0.8829787234042553,0.8922358930844294,0.8698805460750854,0.8715440238196512,0.822477650063857,0.6596619460941069,0.7546848381601363,0.8131914893617022,0.6572463768115943
think,0.5822841726618705,0.9548359608010226,0.948849104859335,0.9331630481055768,0.9450127877237852,0.9375801624625909,0.9432351685872813,0.9411764705882353,0.584315503173164,0.9261630388390952,0.9284497444633731,0.39658119658119656
think_sft,0.6018641810918774,0.9346712211784799,0.9272260273972602,0.9137489325362937,0.938382541720154,0.9326800170430336,0.9308578745198464,0.928266438941076,0.6066160035762181,0.9085079093629757,0.9279317697228145,0.4288052373158756
think_dpo,0.595679012345679,0.8368671570748594,0.8292154312960555,0.7981810307492421,0.8390307226308957,0.8380829015544041,0.8394475615019422,0.8369987063389392,0.5925426774483378,0.7947826086956522,0.8100389441800087,0.48016528925619834
