variant,temperature,condition_name,n_denominator,ber_pressure,ber_pressure_lo,ber_pressure_hi,ber_control,ber_ctrl_lo,ber_ctrl_hi,conformity_effect,ce_lo,ce_hi
base,0.2,asch_history_5,400.0,0.57,0.521043416119755,0.6176248141962897,0.08,0.057235397942962354,0.11075522016076943,0.48999999999999994,0.4102881959589856,0.5603894162533273
base,0.2,asch_zhu_unbiased_da,400.0,0.53,0.48103525950149856,0.5783939820625206,0.08,0.057235397942962354,0.11075522016076943,0.45,0.3702800393407291,0.5211585841195582
base,0.2,asch_zhu_unbiased_diverse_plain,400.0,0.2425,0.2030757339434459,0.28682327596538965,0.08,0.057235397942962354,0.11075522016076943,0.16249999999999998,0.09232051378267649,0.2295878780224273
base,0.2,asch_zhu_unbiased_qd,400.0,0.4325,0.38481788076603707,0.48146632571491976,0.08,0.057235397942962354,0.11075522016076943,0.3525,0.2740626606052676,0.4242309277719574
base,0.2,asch_zhu_unbiased_unanimous_confident,400.0,0.505,0.4561884685810796,0.5537164050129236,0.08,0.057235397942962354,0.11075522016076943,0.425,0.34543324842031015,0.4964810070699613
base,0.2,asch_zhu_unbiased_unanimous_neutral,400.0,0.5425,0.49350413540767263,0.5906872901413545,0.08,0.057235397942962354,0.11075522016076943,0.46249999999999997,0.3827489152469032,0.5334518921983921
base,0.2,asch_zhu_unbiased_unanimous_plain,400.0,0.645,0.5969295604595849,0.6903117737665078,0.08,0.057235397942962354,0.11075522016076943,0.5650000000000001,0.48617434029881545,0.6330763758235454
base,0.2,asch_zhu_unbiased_unanimous_uncertain,400.0,0.6625,0.6148092449935679,0.7070991468115359,0.08,0.057235397942962354,0.11075522016076943,0.5825,0.5040540248327985,0.6498637488685735
base,0.2,authoritative_bias,400.0,0.505,0.4561884685810796,0.5537164050129236,0.08,0.057235397942962354,0.11075522016076943,0.425,0.34543324842031015,0.4964810070699613
base,0.2,authority_zhu_unbiased_trust,400.0,0.3725,0.32654304802813294,0.4208826753247856,0.08,0.057235397942962354,0.11075522016076943,0.2925,0.2157878278673635,0.3636472773818233
base,0.2,authority_zhu_unbiased_trust_da,400.0,0.3725,0.32654304802813294,0.4208826753247856,0.08,0.057235397942962354,0.11075522016076943,0.2925,0.2157878278673635,0.3636472773818233
base,0.4,asch_history_5,400.0,0.56,0.511011885079453,0.6078465980485853,0.0625,0.04268884343581125,0.09063471708890933,0.49750000000000005,0.4203771679905437,0.5651577546127741
