variant,temperature,condition_name,n_denominator,state_B_n,ber,ber_p,ber_lo,ber_hi
instruct_sft,0.2,asch_zhu_unbiased_unanimous_neutral,400.0,300.0,0.75,0.75,0.7053220081939279,0.7899216715062317
instruct_sft,0.2,asch_zhu_unbiased_unanimous_plain,400.0,202.0,0.505,0.505,0.4561884685810796,0.5537164050129236
instruct_sft,0.2,asch_zhu_unbiased_unanimous_uncertain,400.0,268.0,0.67,0.67,0.6224932007707696,0.7142725014253389
instruct_sft,0.2,authoritative_bias,400.0,179.0,0.4475,0.4475,0.39950002860195316,0.4964987986610134
instruct_sft,0.2,authority_zhu_unbiased_trust,400.0,161.0,0.4025,0.4025,0.3555882638828042,0.4512667010341336
instruct_sft,0.2,authority_zhu_unbiased_trust_da,400.0,174.0,0.435,0.435,0.3872618167504356,0.4839748265275229
instruct_sft,0.2,control,400.0,21.0,0.0525,0.0525,0.03459126500804263,0.07892254832867157
instruct_sft,0.4,asch_history_5,400.0,253.0,0.6325,0.6325,0.5841997778817278,0.6782793723593568
instruct_sft,0.4,asch_zhu_unbiased_da,400.0,159.0,0.3975,0.3975,0.3507344059122796,0.446215685410655
instruct_sft,0.4,asch_zhu_unbiased_diverse_plain,400.0,60.0,0.15,0.15,0.11834447398799032,0.18831437443178617
instruct_sft,0.4,asch_zhu_unbiased_qd,400.0,130.0,0.325,0.325,0.28095249494205327,0.372376929267835
instruct_sft,0.4,asch_zhu_unbiased_unanimous_confident,400.0,318.0,0.795,0.795,0.7527197602970003,0.8316677817491883
instruct_sft,0.4,asch_zhu_unbiased_unanimous_neutral,400.0,301.0,0.7525,0.7525,0.7079383715578094,0.7922577449393517
instruct_sft,0.4,asch_zhu_unbiased_unanimous_plain,400.0,196.0,0.49,0.49,0.4413384044602659,0.5388518483517277
instruct_sft,0.4,asch_zhu_unbiased_unanimous_uncertain,400.0,258.0,0.645,0.645,0.5969295604595849,0.6903117737665078
instruct_sft,0.4,authoritative_bias,400.0,207.0,0.5175,0.5175,0.4685967396420818,0.5660703179369293
instruct_sft,0.4,authority_zhu_unbiased_trust,400.0,171.0,0.4275,0.4275,0.37993373444987266,0.476445598437081
instruct_sft,0.4,authority_zhu_unbiased_trust_da,400.0,174.0,0.435,0.435,0.3872618167504356,0.4839748265275229
instruct_sft,0.4,control,400.0,21.0,0.0525,0.0525,0.03459126500804263,0.07892254832867157
instruct_sft,0.6,asch_history_5,400.0,251.0,0.6275,0.6275,0.5791173246752144,0.673456951971867
instruct_sft,0.6,asch_zhu_unbiased_da,400.0,140.0,0.35,0.35,0.304884853065619,0.39796893911428516
instruct_sft,0.6,asch_zhu_unbiased_diverse_plain,400.0,64.0,0.16,0.16,0.12733221459300603,0.19913638101477682
instruct_sft,0.6,asch_zhu_unbiased_qd,400.0,127.0,0.3175,0.3175,0.27380100813055436,0.3646711056883291
instruct_sft,0.6,asch_zhu_unbiased_unanimous_confident,400.0,322.0,0.805,0.805,0.7633473269466908,0.8408499622875041
instruct_sft,0.6,asch_zhu_unbiased_unanimous_neutral,400.0,297.0,0.7425,0.7425,0.6974839488186009,0.7829024204905541
instruct_sft,0.6,asch_zhu_unbiased_unanimous_plain,400.0,188.0,0.47,0.47,0.42160601793747937,0.5189647404985014
instruct_sft,0.6,asch_zhu_unbiased_unanimous_uncertain,400.0,266.0,0.665,0.665,0.6173691278572266,0.7094917007448789
instruct_sft,0.6,authoritative_bias,400.0,220.0,0.55,0.55,0.5010000980193108,0.5980486379207213
instruct_sft,0.6,authority_zhu_unbiased_trust,400.0,171.0,0.4275,0.4275,0.37993373444987266,0.476445598437081
instruct_sft,0.6,authority_zhu_unbiased_trust_da,400.0,173.0,0.4325,0.4325,0.38481788076603707,0.48146632571491976
instruct_sft,0.6,control,400.0,20.0,0.05,0.05,0.0325971756266401,0.07596420091307252
instruct_sft,0.8,asch_history_5,400.0,239.0,0.5975,0.5975,0.5487332989658665,0.6444117361171958
instruct_sft,0.8,asch_zhu_unbiased_da,400.0,148.0,0.37,0.37,0.32413116790213314,0.4183421186537838
instruct_sft,0.8,asch_zhu_unbiased_diverse_plain,400.0,66.0,0.165,0.165,0.13184448183586026,0.2045289873659258
instruct_sft,0.8,asch_zhu_unbiased_qd,400.0,134.0,0.335,0.335,0.29050829925512117,0.3826308721427734
instruct_sft,0.8,asch_zhu_unbiased_unanimous_confident,400.0,319.0,0.7975,0.7975,0.7553731579625759,0.8339668208806142
instruct_sft,0.8,asch_zhu_unbiased_unanimous_neutral,400.0,280.0,0.7,0.7,0.6533618692890616,0.7428330744710662
instruct_sft,0.8,asch_zhu_unbiased_unanimous_plain,400.0,190.0,0.475,0.475,0.4265318481465433,0.5239437838834407
instruct_sft,0.8,asch_zhu_unbiased_unanimous_uncertain,400.0,239.0,0.5975,0.5975,0.5487332989658665,0.6444117361171958
instruct_sft,0.8,authoritative_bias,400.0,227.0,0.5675,0.5675,0.5185336742850802,0.6151821192339629
instruct_sft,0.8,authority_zhu_unbiased_trust,400.0,189.0,0.4725,0.4725,0.4240683265333157,0.5214548686996666
instruct_sft,0.8,authority_zhu_unbiased_trust_da,400.0,175.0,0.4375,0.4375,0.3897069912730114,0.4864820888019487
instruct_sft,0.8,control,400.0,20.0,0.05,0.05,0.0325971756266401,0.07596420091307252
instruct_sft,1.0,asch_history_5,400.0,221.0,0.5525,0.5525,0.5035012013389867,0.6004999713980469
instruct_sft,1.0,asch_zhu_unbiased_da,400.0,142.0,0.355,0.355,0.30968822623349224,0.4030704395404151
instruct_sft,1.0,asch_zhu_unbiased_diverse_plain,400.0,64.0,0.16,0.16,0.12733221459300603,0.19913638101477682
instruct_sft,1.0,asch_zhu_unbiased_qd,400.0,147.0,0.3675,0.3675,0.32172062764064313,0.41580022211827217
instruct_sft,1.0,asch_zhu_unbiased_unanimous_confident,400.0,311.0,0.7775,0.7775,0.7342081120211835,0.8155123724459937
instruct_sft,1.0,asch_zhu_unbiased_unanimous_neutral,400.0,248.0,0.62,0.62,0.5715036398060113,0.6662133264500655
instruct_sft,1.0,asch_zhu_unbiased_unanimous_plain,400.0,166.0,0.415,0.415,0.36774522964195816,0.46387191925998755
instruct_sft,1.0,asch_zhu_unbiased_unanimous_uncertain,400.0,223.0,0.5575,0.5575,0.5085070928349432,0.6053989534960934
instruct_sft,1.0,authoritative_bias,400.0,207.0,0.5175,0.5175,0.4685967396420818,0.5660703179369293
instruct_sft,1.0,authority_zhu_unbiased_trust,400.0,189.0,0.4725,0.4725,0.4240683265333157,0.5214548686996666
instruct_sft,1.0,authority_zhu_unbiased_trust_da,400.0,174.0,0.435,0.435,0.3872618167504356,0.4839748265275229
instruct_sft,1.0,control,400.0,22.0,0.055,0.055,0.036598221864059276,0.08186802826965653
think,0.0,asch_zhu_unbiased_unanimous_confident,400.0,117.0,0.2925,0.2925,0.25006128808159916,0.3388864577672683
think,0.0,authoritative_bias,400.0,84.0,0.21,0.21,0.17293709734247628,0.2525802342053385
think,0.0,authority_zhu_unbiased_trust,400.0,106.0,0.265,0.265,0.22413301235879635,0.31033792872305355
think,0.0,control,400.0,24.0,0.06,0.06,0.0406476805246611,0.0877234432030579
think,0.6,asch_zhu_unbiased_unanimous_confident,400.0,98.0,0.245,0.245,0.20540805053884156,0.28944339616699555
think,0.6,authoritative_bias,400.0,113.0,0.2825,0.2825,0.24060954581038724,0.3285284528504738
think,0.6,authority_zhu_unbiased_trust,400.0,125.0,0.3125,0.3125,0.26904080101876354,0.35952643920611665
think,0.6,control,400.0,33.0,0.0825,0.0825,0.059345516507342,0.11359753839339136
think_dpo,0.0,asch_zhu_unbiased_unanimous_confident,400.0,114.0,0.285,0.285,0.24297004043196901,0.33112039502589363
think_dpo,0.0,authoritative_bias,400.0,111.0,0.2775,0.2775,0.23589351571381517,0.3233396093530428
think_dpo,0.0,authority_zhu_unbiased_trust,400.0,110.0,0.275,0.275,0.2335380071267212,0.32074268114313514
think_dpo,0.0,control,400.0,32.0,0.08,0.08,0.057235397942962354,0.11075522016076943
think_dpo,0.6,asch_zhu_unbiased_unanimous_confident,400.0,116.0,0.29,0.29,0.24769592405093643,0.3362993850009294
think_dpo,0.6,authoritative_bias,400.0,110.0,0.275,0.275,0.2335380071267212,0.32074268114313514
think_dpo,0.6,authority_zhu_unbiased_trust,400.0,110.0,0.275,0.275,0.2335380071267212,0.32074268114313514
think_dpo,0.6,control,400.0,32.0,0.08,0.08,0.057235397942962354,0.11075522016076943
think_sft,0.0,asch_zhu_unbiased_unanimous_confident,400.0,129.0,0.3225,0.3225,0.27856718806945857,0.36980979934342806
think_sft,0.0,authoritative_bias,400.0,106.0,0.265,0.265,0.22413301235879635,0.31033792872305355
think_sft,0.0,authority_zhu_unbiased_trust,400.0,148.0,0.37,0.37,0.32413116790213314,0.4183421186537838
think_sft,0.0,control,400.0,34.0,0.085,0.085,0.061462653163424086,0.11643283853431088
think_sft,0.6,asch_zhu_unbiased_unanimous_confident,400.0,133.0,0.3325,0.3325,0.28811717839304024,0.3800695562078528
think_sft,0.6,authoritative_bias,400.0,106.0,0.265,0.265,0.22413301235879635,0.31033792872305355
think_sft,0.6,authority_zhu_unbiased_trust,400.0,133.0,0.3325,0.3325,0.28811717839304024,0.3800695562078528
think_sft,0.6,control,400.0,40.0,0.1,0.1,0.07429885168964503,0.13331126079009953
