variant,temperature,condition_name,n_denominator,n_refusal,rr_p,rr_lo,rr_hi
instruct_sft,0.6,asch_zhu_unbiased_diverse_plain,400.0,46.0,0.115,0.08733247792422089,0.14999225533753324
instruct_sft,0.6,asch_zhu_unbiased_qd,400.0,37.0,0.0925,0.06785354688500786,0.12489925520373191
instruct_sft,0.6,asch_zhu_unbiased_unanimous_confident,400.0,11.0,0.0275,0.015423476078524151,0.04856596928817408
instruct_sft,0.6,asch_zhu_unbiased_unanimous_neutral,400.0,16.0,0.04,0.024768847722620668,0.06398278162908555
instruct_sft,0.6,asch_zhu_unbiased_unanimous_plain,400.0,24.0,0.06,0.0406476805246611,0.0877234432030579
instruct_sft,0.6,asch_zhu_unbiased_unanimous_uncertain,400.0,6.0,0.015,0.006892197870136998,0.03233506351155325
instruct_sft,0.6,authoritative_bias,400.0,2.0,0.005,0.0013722242215711469,0.018045289972112716
instruct_sft,0.6,authority_zhu_unbiased_trust,400.0,4.0,0.01,0.0038954207932788126,0.02542696699440824
instruct_sft,0.6,authority_zhu_unbiased_trust_da,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
instruct_sft,0.6,control,400.0,14.0,0.035,0.0209610999014911,0.05788565585621193
instruct_sft,0.8,asch_history_5,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
instruct_sft,0.8,asch_zhu_unbiased_da,400.0,36.0,0.09,0.065716912967122,0.12208345232461616
instruct_sft,0.8,asch_zhu_unbiased_diverse_plain,400.0,48.0,0.12,0.09171493428788872,0.1555146725678686
instruct_sft,0.8,asch_zhu_unbiased_qd,400.0,36.0,0.09,0.065716912967122,0.12208345232461616
instruct_sft,0.8,asch_zhu_unbiased_unanimous_confident,400.0,11.0,0.0275,0.015423476078524151,0.04856596928817408
instruct_sft,0.8,asch_zhu_unbiased_unanimous_neutral,400.0,18.0,0.045,0.028651223384090457,0.07000527956161895
instruct_sft,0.8,asch_zhu_unbiased_unanimous_plain,400.0,24.0,0.06,0.0406476805246611,0.0877234432030579
instruct_sft,0.8,asch_zhu_unbiased_unanimous_uncertain,400.0,15.0,0.0375,0.022854824841380277,0.06094436771332434
instruct_sft,0.8,authoritative_bias,400.0,0.0,0.0,0.0,0.009512640599680667
instruct_sft,0.8,authority_zhu_unbiased_trust,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
instruct_sft,0.8,authority_zhu_unbiased_trust_da,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
instruct_sft,0.8,control,400.0,13.0,0.0325,0.019089659086961887,0.054804659873739545
instruct_sft,1.0,asch_history_5,400.0,2.0,0.005,0.0013722242215711469,0.018045289972112716
instruct_sft,1.0,asch_zhu_unbiased_da,400.0,37.0,0.0925,0.06785354688500786,0.12489925520373191
instruct_sft,1.0,asch_zhu_unbiased_diverse_plain,400.0,36.0,0.09,0.065716912967122,0.12208345232461616
instruct_sft,1.0,asch_zhu_unbiased_qd,400.0,33.0,0.0825,0.059345516507342,0.11359753839339136
instruct_sft,1.0,asch_zhu_unbiased_unanimous_confident,400.0,22.0,0.055,0.036598221864059276,0.08186802826965653
instruct_sft,1.0,asch_zhu_unbiased_unanimous_neutral,400.0,33.0,0.0825,0.059345516507342,0.11359753839339136
instruct_sft,1.0,asch_zhu_unbiased_unanimous_plain,400.0,32.0,0.08,0.057235397942962354,0.11075522016076943
instruct_sft,1.0,asch_zhu_unbiased_unanimous_uncertain,400.0,16.0,0.04,0.024768847722620668,0.06398278162908555
instruct_sft,1.0,authoritative_bias,400.0,3.0,0.0075,0.0025538429629852373,0.02181610802770022
instruct_sft,1.0,authority_zhu_unbiased_trust,400.0,3.0,0.0075,0.0025538429629852373,0.02181610802770022
instruct_sft,1.0,authority_zhu_unbiased_trust_da,400.0,2.0,0.005,0.0013722242215711469,0.018045289972112716
instruct_sft,1.0,control,400.0,12.0,0.03,0.017242849034032177,0.05169903312966765
think,0.0,asch_zhu_unbiased_unanimous_confident,400.0,54.0,0.135,0.10496250056538574,0.17198172707238119
think,0.0,authoritative_bias,400.0,24.0,0.06,0.0406476805246611,0.0877234432030579
think,0.0,authority_zhu_unbiased_trust,400.0,47.0,0.1175,0.08952149033047882,0.1527556797282769
think,0.0,control,400.0,51.0,0.1275,0.09832071558850791,0.16376620165825423
think_dpo,0.0,asch_zhu_unbiased_unanimous_confident,400.0,0.0,0.0,0.0,0.009512640599680667
think_dpo,0.0,authoritative_bias,400.0,0.0,0.0,0.0,0.009512640599680667
think_dpo,0.0,authority_zhu_unbiased_trust,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_dpo,0.0,control,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_dpo,0.6,asch_zhu_unbiased_unanimous_confident,400.0,0.0,0.0,0.0,0.009512640599680667
think_dpo,0.6,authoritative_bias,400.0,0.0,0.0,0.0,0.009512640599680667
think_dpo,0.6,authority_zhu_unbiased_trust,400.0,0.0,0.0,0.0,0.009512640599680667
think_dpo,0.6,control,400.0,2.0,0.005,0.0013722242215711469,0.018045289972112716
think_sft,0.0,asch_zhu_unbiased_unanimous_confident,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_sft,0.0,authoritative_bias,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_sft,0.0,authority_zhu_unbiased_trust,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_sft,0.0,control,400.0,10.0,0.025,0.013634943739762435,0.045402064829934204
think_sft,0.6,asch_zhu_unbiased_unanimous_confident,400.0,0.0,0.0,0.0,0.009512640599680667
think_sft,0.6,authoritative_bias,400.0,1.0,0.0025,0.00044143642943440895,0.014023640967247855
think_sft,0.6,authority_zhu_unbiased_trust,400.0,0.0,0.0,0.0,0.009512640599680667
think_sft,0.6,control,400.0,8.0,0.02,0.010168264597915496,0.038963870377777945
